comment,date,source,rating
"It depends if you want a full featured phone versus an aosp skin. Nothing can go as deep as Knox and having straight up an entirely different zero latency audio engine, dex that can rub windows natively and even full on pc games etc etc. As a phone it's pretty cool",19-06-2024,youtube,
Let's go I've been waiting for this,23-06-2024,youtube,
"Awesome comparison and analysis video, how come no outro?",23-06-2024,youtube,
What they guy behind you doing on the ground,23-06-2024,youtube,
"The big chunky camera works great when holding the phone. The edge of the camera rests on your pointer finger.
So even tho the camera adds weight it also adds an edge for better grip.
Like every new phone we get you just get used to it.
I have the 11 Ultra (also has a chunky camera)and will likely get the 14 Ultra next.
Thanks for the review.",23-06-2024,youtube,
"Great vid, as usual!!

Now, pls make a review to the Oppo Find X7 Pro. I'm planning to make a phone switch from my S20 Ultra, so I want to weigh my options.",23-06-2024,youtube,
"What almost seems hypocritical is we all are ok with being the product for the biggest advertising company (Google) and Facebook but we crib about some other other company that shows you ads but also gives you the option to turn them off. Anyway, if you are buying a Xiaomi product (including Redmi, Poco), none of these chinese apps come preinstalled. Instead you get a lot of American bloatware that cannot be u installed like Google One, Google Home, Google Drive, Google Health Connect (beta), Netflix, Walmart Phonepe, Facebook. Even the nifty Mi dialer has been replaced with Google dialer in some models. Google messages come preinstalled along with Mi message.
AND THERE IS NO WAY YOU CAN GET RID OF THEM unless you install a different ROM.",23-06-2024,youtube,
I LOVED the background music.,24-06-2024,youtube,
"Compare it with Vivo X100 pro
Would love to se blind test poll of Camera comparision",23-06-2024,youtube,
You should do S24 Ultra vs Honor Magic 6 Pro and reviews the honor phone too please,23-06-2024,youtube,
"I wish there would be a song list in this videos. Such amazing tune choice, and no chance to get them somewhere",23-06-2024,youtube,
Good catch!,23-06-2024,youtube,
I love your videos keep up the good work,23-06-2024,youtube,
"Kept the 14U and sold my S24U - both superb and could not deny the SPen and flat screen real estate of the S24U, but the square design made it less pocketable in daily use for me (even though the 14U has the massive camera bump its way easier to handle and pocket as a 'phone'). Camera on the 14U clinched the win for me though - much preferred the output from the 14U on photos and in particular macros which I take a lot of.",23-06-2024,youtube,
Isn’t one of those camera rings you said was just for show actually a threaded filter adapter so you can use photographic filters on the Xiaomi?,24-06-2024,youtube,
"“i got hired by a ytuber!!”
“whats ur job”
“sitting under a desk and catching things…”",23-06-2024,youtube,
"I have been watching his videos for years, but man I love how he slice down every single details.",23-06-2024,youtube,
"Awesome comparison and analysis video, how come no outro?",23-06-2024,youtube,
What they guy behind you doing on the ground,23-06-2024,youtube,
"The big chunky camera works great when holding the phone. The edge of the camera rests on your pointer finger.
So even tho the camera adds weight it also adds an edge for better grip.
Like every new phone we get you just get used to it.
I have the 11 Ultra (also has a chunky camera)and will likely get the 14 Ultra next.
Thanks for the review.",23-06-2024,youtube,
"Great vid, as usual!!

Now, pls make a review to the Oppo Find X7 Pro. I'm planning to make a phone switch from my S20 Ultra, so I want to weigh my options.",23-06-2024,youtube,
"What almost seems hypocritical is we all are ok with being the product for the biggest advertising company (Google) and Facebook but we crib about some other other company that shows you ads but also gives you the option to turn them off. Anyway, if you are buying a Xiaomi product (including Redmi, Poco), none of these chinese apps come preinstalled. Instead you get a lot of American bloatware that cannot be u installed like Google One, Google Home, Google Drive, Google Health Connect (beta), Netflix, Walmart Phonepe, Facebook. Even the nifty Mi dialer has been replaced with Google dialer in some models. Google messages come preinstalled along with Mi message.
AND THERE IS NO WAY YOU CAN GET RID OF THEM unless you install a different ROM.",23-06-2024,youtube,
I LOVED the background music.,24-06-2024,youtube,
"Compare it with Vivo X100 pro
Would love to se blind test poll of Camera comparision",23-06-2024,youtube,
You should do S24 Ultra vs Honor Magic 6 Pro and reviews the honor phone too please,23-06-2024,youtube,
"I wish there would be a song list in this videos. Such amazing tune choice, and no chance to get them somewhere",23-06-2024,youtube,
Good catch!,23-06-2024,youtube,
I love your videos keep up the good work,23-06-2024,youtube,
"Kept the 14U and sold my S24U - both superb and could not deny the SPen and flat screen real estate of the S24U, but the square design made it less pocketable in daily use for me (even though the 14U has the massive camera bump its way easier to handle and pocket as a 'phone'). Camera on the 14U clinched the win for me though - much preferred the output from the 14U on photos and in particular macros which I take a lot of.",23-06-2024,youtube,
Isn’t one of those camera rings you said was just for show actually a threaded filter adapter so you can use photographic filters on the Xiaomi?,24-06-2024,youtube,
"“i got hired by a ytuber!!”
“whats ur job”
“sitting under a desk and catching things…”",23-06-2024,youtube,
"I have been watching his videos for years, but man I love how he slice down every single details.",23-06-2024,youtube,
I was waiting for this,23-06-2024,youtube,
"Reguardless of if it’s more usefull/better, i’d still wish companies would give us a curved and a non curved variant of their ultra phones. I miss having choices.",23-06-2024,youtube,
Thank you for this video on TV Galaxy S24 Ultra,23-06-2024,youtube,
Bro...take my love and....god Bless you...for your Honest review and.... A true decision  i am egargly waiting for you Video,23-06-2024,youtube,
Arun's getting more crazy daily  he be dropping phones as if its a peice of cake..,23-06-2024,youtube,
The catch was awesome,23-06-2024,youtube,
Another amazing video,23-06-2024,youtube,
"Overall, quite surprised at the Xiaomi 14 Ultra's camera capabilities, especially the AI upscaling feature.",23-06-2024,youtube,
"I might be bias here, but the support I've received from Xiaomi for example with unlocking the bootloader out weighs the a lot of the down sides with their device. - sent from Redmi Note 9t.

Awesome video, stay epic.

EDIT: In South Africa (where I live) Samsung support is usually done by the mobile service providers, which does not rank well globally.  Where as Xiaomi support is usually handled by Xiaomi.  Which would confirm the difference as the service providers does not really care about the phone's brand.  I don't think this is subjective, rather just a limited experience. Thanks for the replies! Hope which ever device you are using, or looking to use, serves you well.",23-06-2024,youtube,
Nice one handed ️  caught,23-06-2024,youtube,
Hi mrwhosetheboss I have been wondering if you could make a video of laptops brand fighting asus msi and lenovo,23-06-2024,youtube,
You're the best Mrwhosetheboss! You should even do Pixel 8 Pro vs Samsung s24 camera comparison,23-06-2024,youtube,
The editing is awesome on these videos,23-06-2024,youtube,
Thanks!,23-06-2024,youtube,
"Software depends on usage. I like to carry 1 device, instead of 1 for personal and 1 for work. So to have dual sim with the ability to clone any app was a deal breaker and got me using the Xiaomi.",22-06-2024,youtube,
"I love your videos, BUT...!this one is a little more on the side of samsung, like its sponsored. 
You don't have to hold the phone close to the camera, but you can also rest your fingers on the camera, because you didn't mention that no prints remain on that surface, and you don't have to clean the cameras at all, they simply don't get dirty, which is extra. Charging batery from 0 to 100% for 15 minutes xou didnt mentioned, all adds can be disabled,all. And for the camera, samsung is not close at all 

 I think you did a great job with this video, but you weren't objective.",23-06-2024,youtube,
I hate when companies can’t come up with original names.,23-06-2024,youtube,
What editing software do you use,23-06-2024,youtube,
I just realised that pictures look better on Twitter,23-06-2024,youtube,
"Very worthy comparison across the ultras, thanks for taking the time to do this. Will go with the s24u.",23-06-2024,youtube,
Bro...take my love and....god Bless you...for your Honest review and.... A true decision  i am egargly waiting for you Video,23-06-2024,youtube,
Arun's getting more crazy daily  he be dropping phones as if its a peice of cake..,23-06-2024,youtube,
The catch was awesome,23-06-2024,youtube,
Another amazing video,23-06-2024,youtube,
"Overall, quite surprised at the Xiaomi 14 Ultra's camera capabilities, especially the AI upscaling feature.",23-06-2024,youtube,
"I might be bias here, but the support I've received from Xiaomi for example with unlocking the bootloader out weighs the a lot of the down sides with their device. - sent from Redmi Note 9t.

Awesome video, stay epic.

EDIT: In South Africa (where I live) Samsung support is usually done by the mobile service providers, which does not rank well globally.  Where as Xiaomi support is usually handled by Xiaomi.  Which would confirm the difference as the service providers does not really care about the phone's brand.  I don't think this is subjective, rather just a limited experience. Thanks for the replies! Hope which ever device you are using, or looking to use, serves you well.",23-06-2024,youtube,
Nice one handed ️  caught,23-06-2024,youtube,
Hi mrwhosetheboss I have been wondering if you could make a video of laptops brand fighting asus msi and lenovo,23-06-2024,youtube,
You're the best Mrwhosetheboss! You should even do Pixel 8 Pro vs Samsung s24 camera comparison,23-06-2024,youtube,
The editing is awesome on these videos,23-06-2024,youtube,
Thanks!,23-06-2024,youtube,
"Software depends on usage. I like to carry 1 device, instead of 1 for personal and 1 for work. So to have dual sim with the ability to clone any app was a deal breaker and got me using the Xiaomi.",22-06-2024,youtube,
"I love your videos, BUT...!this one is a little more on the side of samsung, like its sponsored. 
You don't have to hold the phone close to the camera, but you can also rest your fingers on the camera, because you didn't mention that no prints remain on that surface, and you don't have to clean the cameras at all, they simply don't get dirty, which is extra. Charging batery from 0 to 100% for 15 minutes xou didnt mentioned, all adds can be disabled,all. And for the camera, samsung is not close at all 

 I think you did a great job with this video, but you weren't objective.",23-06-2024,youtube,
I hate when companies can’t come up with original names.,23-06-2024,youtube,
What editing software do you use,23-06-2024,youtube,
I just realised that pictures look better on Twitter,23-06-2024,youtube,
"Very worthy comparison across the ultras, thanks for taking the time to do this. Will go with the s24u.",23-06-2024,youtube,
"that drop down menu in the start is legit an apple copy, and im not even a fanboy of apple",23-06-2024,youtube,
"finally someone calling out xiaomis movie mode, why can't they add 4k30 on the front and back? it would have been my next phone if it only had that.",23-06-2024,youtube,
Your box catcher got caught in lens,24-06-2024,youtube,
"Hi Arun, Next time you make a video of flagship phone can u also include the comparison of customer care. Alsl this video was awesome enjoyed it.",23-06-2024,youtube,
i suggest that the computation of scores should be weighted..not all categories are as important as the other,23-06-2024,youtube,
"The rear bezel actually added more structural strength for the phone, it's the foundation to make the Guardian Structure valid as a selling point, and it does perform better in real-life dropping tests compared with other flagships
As a Xiaomi 13 Ultra owner, I personally like the look and feel of the bezel as well when you grab it and imagine there's no such a huge camera bump",23-06-2024,youtube,
bro would not have this whole trouble if he just turned off '2' toggles while setting the phone for the first time which is already disabled by default in global variant of the same smartphone,23-06-2024,youtube,
"but we already had this with older phones. Samsung, OnePlus, e.g. all did this in the past. Xiaomi is just brining an old trend back. Also as you yourself commented on it: Curved displays seemingly always struggle with registering gestures... Honestly I am kind of happy were past that phase of phone design.",23-06-2024,youtube,
I am sold..... but damn USA does not have this awesome phone for sell,24-06-2024,youtube,
"I wish to buy14 ulta. How is battery backup. Any draining issue. My use calling, social media, photography.plz share ur battery experience.",23-06-2024,youtube,
"Your channel is great but the fast paced editing makes me feel knackered lol.

I challenge thee to make at least one video with no editing!",23-06-2024,youtube,
You are the best YouTuber ever,23-06-2024,youtube,
Is it just me who wants to see the guy who catches the boxes thrown back there,23-06-2024,youtube,
"on two different occasions the Xiaomi displays your jacket in two different tones:
first black (while S24U depicts it navy blue ) and later it is navy blue.
So no the software isn't there yet.",24-06-2024,youtube,
I mean I always shoot in 1920x1080,23-06-2024,youtube,
"@Arun: Sorry, but Samsung FLAT Display is exactly the main reason I left iPhone 14 Pro Max where I was locked in the Eco System. 
---> It is natural to write on that flat display when, like me, you always use the S PEN. Curve display is cute, but useless to me",23-06-2024,youtube,
"Thanks for the review, I see it to be very objective. The reflective feature on the Samsung S24 Ultra makes it great for watching movies and even just normal phone usage. I have the Xiaomi 14 Pro and I've experience how surrounding light makes screen viewing difficult. All in all I still love my Xiaoimi 14 Pro cuz it gives me that extra touch.",23-06-2024,youtube,
Great review,23-06-2024,youtube,
this looks like bs right here,23-06-2024,youtube,
this is the best level of expertise to review and compare a product like mobile device with covering every usable aspect from software to hardware of product really awesome I really liked it keep it up,23-06-2024,youtube,
,,,
